Prof_no,year,month,Longitude_[deg],Latitude_[deg],Temp_[°C],Depth_[m],Trad_QF,ML_QF
64450,1981.0,10.0,-5.7283,76.4267,-1.456,0.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.457,0.6,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.455,0.9,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.456,1.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.457,1.5,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.463,1.9,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.485,2.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.523,2.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.531,2.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.549,2.9,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.509,3.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.506,3.5,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.527,3.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.518,4.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.414,4.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.407,4.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.351,5.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.457,5.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.5,5.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.579,6.1,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.585,6.5,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.574,6.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.61,7.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.62,7.5,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.623,7.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.626,8.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.627,8.9,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.626,9.6,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.627,10.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.625,10.6,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.623,10.9,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.621,11.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.616,11.5,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.614,12.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.608,12.5,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.599,12.9,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.585,13.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.494,13.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.439,14.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.399,14.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.382,14.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.309,15.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.325,15.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.273,15.6,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.264,15.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.231,16.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.201,16.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.191,16.5,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.181,16.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.17,17.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.166,17.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.147,17.5,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.133,17.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,-1.11,18.1,0,0
64450,1981.0,10.0,-5.7283,76.4267,-0.953,18.4,4,0
64450,1981.0,10.0,-5.7283,76.4267,-0.916,18.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,-0.87,19.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,-0.746,19.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,-0.672,19.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,-0.575,20.1,0,0
64450,1981.0,10.0,-5.7283,76.4267,-0.538,20.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,-0.455,20.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,-0.365,21.1,0,0
64450,1981.0,10.0,-5.7283,76.4267,-0.312,21.5,0,0
64450,1981.0,10.0,-5.7283,76.4267,-0.277,21.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,-0.263,22.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,-0.238,22.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,-0.227,22.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,-0.201,23.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,-0.192,23.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,-0.159,23.5,0,0
64450,1981.0,10.0,-5.7283,76.4267,-0.128,23.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,-0.05,24.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.049,24.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.119,24.6,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.208,24.9,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.278,25.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.283,25.5,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.32,25.9,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.356,26.1,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.377,26.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.407,26.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.451,27.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.515,27.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.538,27.6,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.551,27.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.596,28.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.631,28.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.641,28.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.688,29.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.727,29.6,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.754,29.9,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.796,30.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.811,30.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.832,31.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.847,31.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.836,31.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.875,32.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.94,32.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.967,32.6,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.97,32.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.957,32.9,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.944,33.1,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.91,33.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.885,33.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.86,33.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.806,34.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.742,34.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.765,34.5,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.789,34.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.811,35.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.83,35.6,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.835,36.1,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.865,36.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.871,36.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.873,37.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.879,38.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.88,38.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.879,38.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.88,39.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.879,39.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.881,39.6,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.883,40.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.882,40.6,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.883,40.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.881,41.1,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.882,41.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.883,41.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.885,42.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.884,42.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.889,42.6,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.896,42.9,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.902,43.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.903,43.6,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.908,43.9,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.92,44.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.923,44.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.924,45.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.929,45.6,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.934,46.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.945,46.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.946,46.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.952,47.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.956,47.5,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.962,47.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.971,48.1,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.975,48.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.982,48.6,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.984,48.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.987,49.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.99,49.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.992,49.5,0,0
64450,1981.0,10.0,-5.7283,76.4267,0.994,49.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.003,50.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.008,50.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.016,50.5,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.018,50.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.019,51.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.024,51.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.03,51.5,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.043,51.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.048,52.1,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.052,52.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.061,52.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.069,53.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.082,53.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.083,53.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.101,54.1,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.12,54.5,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.122,54.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.123,55.6,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.131,56.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.139,56.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.141,56.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.142,57.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.143,57.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.146,57.9,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.151,58.1,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.157,58.6,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.164,59.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.168,59.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.177,59.6,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.179,59.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.181,60.1,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.183,60.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.186,60.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.193,60.9,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.216,61.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.228,61.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.243,62.1,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.251,62.6,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.258,62.9,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.263,63.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.262,63.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.265,64.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.268,64.5,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.27,64.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.287,65.1,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.292,65.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.301,65.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.32,66.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.325,66.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.33,66.5,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.332,66.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.339,67.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.353,67.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.365,67.6,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.384,67.9,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.389,68.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.394,68.5,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.401,68.9,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.432,69.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.437,69.5,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.439,69.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.441,70.1,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.448,70.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.454,70.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.455,71.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.458,71.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.468,71.6,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.479,71.9,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.49,72.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.494,72.6,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.524,72.9,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.543,73.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.547,73.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.56,74.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.546,74.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.528,74.6,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.502,75.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.463,75.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.46,75.5,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.459,75.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.443,76.1,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.427,76.6,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.423,76.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.422,77.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.417,77.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.416,77.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.413,77.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.415,77.9,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.413,78.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.411,78.5,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.398,78.9,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.39,79.1,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.406,79.5,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.441,79.9,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.45,80.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.455,80.9,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.452,81.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.458,81.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.445,82.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.438,82.6,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.447,83.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.445,83.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.422,83.6,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.418,83.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.416,84.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.414,84.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.422,84.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.421,84.5,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.423,84.6,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.425,84.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.428,84.9,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.427,85.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.425,85.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.427,85.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.426,86.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.42,86.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.421,86.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.399,87.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.331,87.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.289,88.1,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.309,88.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.3,89.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.303,89.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.311,90.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.312,90.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.315,91.1,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.317,91.5,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.314,91.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.315,92.1,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.312,92.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.31,92.6,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.313,92.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.31,92.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.311,92.9,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.309,93.1,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.303,93.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.269,93.6,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.264,93.9,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.293,94.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.283,94.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.272,95.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.277,95.9,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.271,96.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.27,97.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.268,97.9,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.271,98.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.273,98.9,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.279,99.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.28,99.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.282,100.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.281,100.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.277,100.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.282,100.5,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.284,100.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.286,100.9,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.294,101.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.297,102.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.303,102.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.305,104.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.321,104.5,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.333,105.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.341,105.5,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.35,106.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.356,106.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.358,107.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.36,107.5,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.366,107.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.368,107.9,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.371,108.1,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.376,108.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.378,108.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.386,108.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.391,108.9,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.393,109.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.395,109.5,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.404,109.9,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.415,110.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.456,110.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.459,111.1,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.458,111.5,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.461,111.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.475,112.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.478,112.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.474,113.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.473,113.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.471,114.1,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.488,114.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.48,114.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.478,115.1,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.476,115.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.482,115.5,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.488,115.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.492,116.1,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.493,116.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.494,116.5,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.493,116.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.495,116.9,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.496,117.1,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.498,117.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.501,117.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.507,118.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.512,118.6,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.516,118.9,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.532,119.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.537,119.6,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.544,120.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.546,120.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.549,120.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.566,121.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.571,121.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.576,122.1,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.573,122.6,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.604,123.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.651,123.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.664,123.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.66,124.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.654,124.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.653,124.6,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.65,124.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.649,125.1,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.652,125.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.654,125.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.661,125.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.665,125.6,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.659,125.7,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.665,125.9,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.666,126.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.674,126.5,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.671,126.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.684,127.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.666,127.5,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.678,128.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.654,128.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.672,128.9,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.671,129.4,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.681,129.9,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.686,130.3,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.71,130.8,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.729,131.2,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.752,131.6,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.789,132.0,0,0
64450,1981.0,10.0,-5.7283,76.4267,1.854,132.3,2,2
64450,1981.0,10.0,-5.7283,76.4267,1.875,132.7,0,0
